data
"74,63,60,45"
"63,63,57,58"
"77,63,61,46"
"55,67,72,43"
"64,78,58,51"
"64,69,60,45"
"68,73,60,42"
"60,67,56,45"
"71,70,60,57"
"64,67,66,49"
"61,66,67,67"
"61,67,70,43"
"61,67,61,47"
"67,75,60,40"
"78,67,65,60"
"66,70,60,42"
"63,69,63,51"
"66,65,59,51"
"66,65,66,54"
"67,65,68,51"
